书名,编绘,出版社,出版月份,开本,印数（千册）,页数,定价,年,来源,
仇恨的旋风（电影连环画册）,韵清改编,中国电影,2月,,,,0.30元,1958,Ref004: 243,
凤凰之歌（电影连环画册）,爱芳、渌清改编,中国电影,5月,,,,0.31元,1958,Ref004: 244,
巨浪（电影连环画册）,文飘改编,中国电影,12月,60,,,0.23元,1958,Ref004: 244,
永不消逝的电波,任羽改编,中国电影,12月,60,,,0.25元,1958,Ref004: 244,
他们怎样过日子（电影连环画册）,周成正改编,中国电影,5月,,,,0.18元,1958,Ref004: 244,
他俩（电影连环画册）,文志改编,中国电影,3月,,,,0.20元,1958,Ref004: 244,
边寨烽火（电影连环画册）,王慧敏改编,中国电影,9月,,,,0.30元,1958,Ref004: 244,
兰兰和冬冬（电影连环画册）,庄守真改编,中国电影,9月,,,,0.26元,1958,Ref004: 244,
让废品开花（电影连环画册）,孙青改编,中国电影,11月,,,,0.11元,1958,Ref004: 244,
母女教师（电影连环画册）,王渌琛改编,中国电影,6月,,,,0.25元,1958,Ref004: 244,
四海之内皆兄弟（电影连环画册）,韵清改编,中国电影,3月,,,,0.38元,1958,Ref004: 244,
让我来办（电影连环画册）,张振华改编,中国电影,8月,,,,0.21元,1958,Ref004: 244,
失踪的人,文飘改编,中国电影,4月,60,,,0.27元,1958,Ref004: 244,
白狗（电影连环画册）,文飘改编,中国电影,9月,60,,,0.21元,1958,Ref004: 244,
列宁的故事,王兆麟改编,中国电影,12月,60,,,0.26元,1958,Ref004: 244,
列宁格勒交响曲（电影连环画册）,孙青改编,中国电影,9月,60,,,0.28元,1958,Ref004: 244,
红霞（电影连环画册）,文飘改编,中国电影,10月,60,,,0.21元,1958,Ref004: 244,
羊城暗哨,孙青改编,中国电影,6月,60,,,0.26元,1958,Ref004: 244,
再也不能那样活下去,高英改编,中国电影,4月,60,,,0.32元,1958,Ref004: 244,
红孩子（电影连环画册）,周正改编,中国电影,9月,,,,0.35元,1958,Ref004: 244,
团队的假日（电影连环画册）,中国电影出版社编,中国电影,11月,,,,0.13元,1958,Ref004: 244,
驯服黄河的战斗（电影连环画册）,中国电影出版社编,中国电影,11月,,,,0.11元,1958,Ref004: 244,
机智的山羊（电影连环画册）,周正改编,中国电影,11月,,,,0.11元,1958,Ref004: 244,
农业社办工厂（电影连环画册）,中国电影出版社编,中国电影,11月,,,,0.11元,1958,Ref004: 244,
伪金币（电影连环画册）,董玉改编,中国电影,7月,,,,0.20元,1958,Ref004: 244,
攻城计（电影连环画册）,许南明改编,中国电影,3月,,,,0.22元,1958,Ref004: 244,
护士日记（电影连环画册）,盛健华、孙韵清改编,中国电影,4月,,,,0.28元,1958,Ref004: 244,
陈三五娘（电影连环画册）,陈曙光改编,中国电影,12月,,,,0.25元,1958,Ref004: 244,
严惩蒋贼军（电影连环画册）,中国电影出版社编,中国电影,11月,,,,0.12元,1958,Ref004: 244,
劳动与爱情（电影连环画册）,李溪桥改编,中国电影,11月,,,,0.32元,1958,Ref004: 244,
时间的主人,中国电影出版社编,中国电影,12月,60,,,0.19元,1958,Ref004: 244,
走向新岸（电影连环画册）,孙青改编,中国电影,8月,60,,,0.31元,1958,Ref004: 244,
姊妹,文飘改编,中国电影,5月,60,,,0.23元,1958,Ref004: 244,
没落之家（电影连环画册）,盛华改编,中国电影,3月,60,,,0.25元,1958,Ref004: 244,
坚守要塞,周严改编,中国电影,5月,60,,,0.25元,1958,Ref004: 244,
李二嫂改嫁,盛华改编,中国电影,6月,60,,,0.20元,1958,Ref004: 244,
良心,文飘改编,中国电影,5月,60,,,0.20元,1958,Ref004: 244,
青年先锋,孙青改编,中国电影,5月,60,,,0.19元,1958,Ref004: 244,
英雄城,孙青改编,中国电影,5月,60,,,0.21元,1958,Ref004: 244,
宝袋（电影连环画册）,蔡少琼改编,中国电影,3月,60,,,0.22元,1958,Ref004: 244,
和平的土地（电影连环画册）,孙青改编,中国电影,10月,60,,,0.28元,1958,Ref004: 244,
英雄抢修黄河桥,中国电影出版社编,中国电影,12月,60,,,0.12元,1958,Ref004: 245,
沼气化先锋（根据同名纪录片改编）,熊高田、史大千改编,中国电影,12月,40,,,0.15元,1958,Ref004: 245,
英雄虎胆（电影连环画册）,白波改编,中国电影,11月,,,,0.27元,1958,Ref004: 245,
坦克兵和拖拉机手（电影连环画册）,中国电影出版社编,中国电影,11月,,,,0.10元,1958,Ref004: 245,
牧童投军（电影连环画册）,陈澈改编,中国电影,6月,,,,0.37元,1958,Ref004: 245,
牧人之子（电影连环画册）,马捷改编,中国电影,6月,,,,0.20元,1958,Ref004: 245,
林冲（电影连环画册）,任羽改编,中国电影,9月,,,,0.21元,1958,Ref004: 245,
战火中的少先队（电影连环画册）,周成正改编,中国电影,8月,,,,0.25元,1958,Ref004: 245,
革命的前奏（电影连环画册）,韵清改编,中国电影,3月,,,,0.39元,1958,Ref004: 245,
骄傲的将军（电影连环画册）,中国电影出版社编,中国电影,9月,,,,0.20元,1958,Ref004: 245,
保尔・柯察金（电影连环画册）,力力改编,中国电影,5月,,,,0.25元,1958,Ref004: 245,
钢人铁马（电影连环画册）,文飘改编,中国电影,11月,60,,,0.27元,1958,Ref004: 245,
珍珠记（电影连环画册）,王逸改编,中国电影,11月,60,,,0.18元,1958,Ref004: 245,
绝代佳人,李直改编,中国电影,8月,60,,,0.28元,1958,Ref004: 245,
柳堡的故事,孙青改编,中国电影,6月,60,,,0.25元,1958,Ref004: 245,
怒火（电影连环画册）,孙青改编,中国电影,10月,60,,,0.27元,1958,Ref004: 245,
神根（电影连环画册）,高英改编、樊楠、谷梅描绘,中国电影,9月,60,,,0.23元,1958,Ref004: 245,
保姆,孙青改编,中国电影,6月,60,,,0.25元,1958,Ref004: 245,
祖国的儿子,汪亚华改编,中国电影,9月,60,,,0.32元,1958,Ref004: 245,
祖国在召唤（电影连环画册）,文飘改编,中国电影,10月,60,,,0.28元,1958,Ref004: 245,
党的女儿（电影连环画册）,文飘改编,中国电影,9月,60,,,0.32元,1958,Ref004: 245,
乘风破浪（电影连环画册）,文飘改编,中国电影,9月,60,,,0.23元,1958,Ref004: 245,
铁窗烈火（电影连环画册）,文飘改编,中国电影,11月,60,,,0.34元,1958,Ref004: 245,
浮草日记,李直改编,中国电影,6月,60,,,0.25元,1958,Ref004: 245,
爱厂如家,周成正改编,中国电影,12月,60,,,0.29元,1958,Ref004: 245,
铁矿石的焙烧和空心式土热风炉（电影连环画册）,冶金工业出版社、中国电影出版社编,中国电影,12月,,,,0.13元,1958,Ref004: 245,
唐・吉诃德（电影连环画册）,于思改编,中国电影,10月,,,,0.28元,1958,Ref004: 245,
海底擒谍（电影连环画册）,瀚波改编,中国电影,10月,,,,0.34元,1958,Ref004: 245,
海魂（电影连环画册）,周成正改编,中国电影,7月,,,,0.35元,1958,Ref004: 245,
商城土法炼钢（电影连环画册）,中央新闻记录电影制片厂改编、冶金工业出版社、中国电影出版社,冶金工业、中国电影,1月,,,,0.12元,1958,Ref004: 245,
移山填海（电影连环画册）,中国电影出版社编,中国电影,3月,,,,0.22元,1958,Ref004: 245,
雪山找矿（电影连环画册）,中国电影出版社编,中国电影,11月,,,,0.12元,1958,Ref004: 245,
渔民恨,沈基宇改编,中国电影,6月,60,,,0.25元,1958,Ref004: 245,
渔郎川（电影连环画册）,盛华改编,中国电影,11月,60,,,0.20元,1958,Ref004: 245,
望江亭（电影连环画册）,沈清改编,中国电影,10月,60,,,0.20元,1958,Ref004: 245,
绿色的信号,蔡少琼改编,中国电影,5月,60,,,0.27元,1958,Ref004: 245,
裂痕（电影连环画册）,孙青改编,中国电影,10月,60,,,0.25元,1958,Ref004: 245,
黑山阻击战（电影连环画册）,王兆麟改编,中国电影,10月,60,,,0.25元,1958,Ref004: 245,
渡江探险（电影连环画册）,刘季改编,中国电影,11月,,,,0.23元,1958,Ref004: 246,
盗名窃誉（电影连环画册）,肖立书改编,中国电影,7月,,,,0.20元,1958,Ref004: 246,
暗无天日（电影连环画册）,周严改编,中国电影,8月,,,,0.28元,1958,Ref004: 246,
错误岛（电影连环画册）,孙韵清改编、樊楠、焦焕之描绘,中国电影,7月,,,,0.26元,1958,Ref004: 246,
瑞典火柴（电影连环画册）,黎扬、盛健华改编,中国电影,2月,,,,0.24元,1958,Ref004: 246,
蜜月（电影连环画册）,周正改编,中国电影,10月,,,,0.23元,1958,Ref004: 246,
静静的顿河（第一集）（电影连环画册）,菡卿改编,中国电影,10月,,,,0.39元,1958,Ref004: 246,
墙上的画（电影连环画册）,文飘改编,中国电影,11月,60,,,0.14元,1958,Ref004: 246,
遵义土高炉康煤炼铁,中国电影出版社编,中国电影,12月,60,,,0.14元,1958,Ref004: 246,
撒谎的鼻子（电影连环画册）,周成正改编,中国电影,5月,,,,0.16元,1958,Ref004: 246,
警察与小偷（电影连环画册）,孙韵清改编,中国电影,4月,,,,0.35元,1958,Ref004: 246,
世界上从未有过的事,王兰、范兴荣词、李里、李子龙绘,冶金工业,9月,,,,0.20元,1958,Ref004: 246,
杨长诗,桑介吾编、金鸿钧等绘,建筑工程,9月,,,,0.24元,1958,Ref004: 246,
多面手的红旗,包于国编文、张文藻、高燕绘,建筑工程,12月,48,,,0.22元,1958,Ref004: 246,
小型成堆干馏厂参观记,石油工业出版社编,石油工业,11月,64,,,0.12元,1958,Ref004: 246,
刘介梅忘本回头,,文字改革,9月,,,,0.12元,1958,Ref004: 246,
卫生工作红旗岐乐社,广东省卫生厅宣传教育所编,科学普及,10月,,,,0.11元,1958,Ref004: 246,
陈镜开三破世界记录,吴江平文、王峻极、汪乃光绘,人民体育,5月,,,,0.20元,1958,Ref004: 246,
治保委员张淑珍,何锦改编、王同仁绘,群众,11月,60,,,0.10元,1958,Ref004: 246,
一幅僮锦（德文）,吉志西编文、颜梅华绘、丽明译,外文,6月,,,,0.80元,1958,Ref004: 246,
一枝双筒枪（本书有印地文、缅甸文版本）,王星北改编、胡克文、胡克礼绘,外文,11月,,,,,1958,Ref004: 246,
小兔子的朋友（俄文）,江芷千设计、江爱群绘图,外文,11月,,,,,1958,Ref004: 246,
小礼物（俄文）,陈清之、严个凡等绘,外文,11月,,,,,1958,Ref004: 246,
小猪和小象（俄文）,毕小彭编绘,外文,11月,,,,,1958,Ref004: 246,
小铅笔历险记（本书有英文、德文版本）,贺易著、刘王斌绘图,外文,12月,,,,,1958,Ref004: 246,
中国民间故事选（英文）（第4集）（精装）,沙更世绘图,外文,12月,,,,,1958,Ref004: 246,
长胡子老头儿和长裙子老太太,金禾、林地著、严折西绘图（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 246,
老乡的马,鲁兵著、刘熊绘（本书有英文、印地文、德文版本）,外文,12月,,,,,1958,Ref004: 246,
问东海,鲍维湘著、赵白山绘图（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 246,
西厢记（越南文）,洪曾玲改编、王叔晖绘,外文,5月,,,,0.65元,1958,Ref004: 246,
在暑假里,吴华编写、赵白山绘（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 246,
我小时候的故事（本书有英文、德文、印地文版本）,王权口述、袁熹写、斯明、赵白山绘图,外文,12月,,,,,1958,Ref004: 246,
我和小山羊,杨培根著、陈清之绘图、（本书有德文、英文、印地文版本）,外文,12月,,,,,1958,Ref004: 246,
我们家在草原,张梅溪著、颜梅华绘图、（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 246,
汪汪的小房子,吴宏修著、朱延龄绘、（本书有英文、德文版本）,外文,12月,,,,,1958,Ref004: 246,
杨司令的少先队,郭墟著、范一辛绘、（本书有英文、西班牙文版本）,外文,11月,,,,,1958,Ref004: 246,
我要读书,徐光玉改编、王绪阳、贲庆余绘、（本书有印尼文、德文版本）,外文,12月,,,,,1958,Ref004: 246,
金斧头（印尼文）,杨菊编写、李天心绘画,外文,12月,,,,,1958,Ref004: 247,
狐狸,管桦著、严个凡绘、（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 247,
画眉泉,萧甘牛著、叶飞木刻、（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 247,
牧童和毒龙,史阳著、李天心绘、（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 247,
波浪里的两个孩子,何公超著、汪观清绘图、（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 247,
秦香莲,盛强编、钱笑呆、陶干臣绘,外文,8月,,,,0.32元,1958,Ref004: 247,
懒姑娘的幻想,沈荣根著、韩伍画、（本书有西班牙文、缅甸文版本）,外文,12月,,,,,1958,Ref004: 247,
唱的是山歌,严冰凡著、陈秋草绘图、（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 247,
萝卜回来了,严个凡绘、（本书有英文、德文、印地文版本）,外文,12月,,,,,1958,Ref004: 247,
三山聚义（水浒之十七）（蒙文）,左笑鸿改编、卜孝怀绘、武俊臣译,民族,3月,,,,0.19元,1958,Ref004: 247,
大破连环马（水浒之十六）（蒙文）,郭烽明改编、墨浪绘、那逊译,民族,3月,,,,0.23元,1958,Ref004: 247,
大冬瓜（蒙文）,卢光照改编、齐加布译、吕洪仁绘,民族,3月,,,,0.12元,1958,Ref004: 247,
木头姑娘（蒙文）,陈瑞琴改编、乌恩绘、高秉信译,民族,8月,,,,0.10元,1958,Ref004: 247,
长发妹（蒙文）,肖甘牛著、段伟君绘、胡木吉勒图译,民族,9月,,,,0.17元,1958,Ref004: 247,
白雪公主（蒙文）,狄斯纳著、王星北改编、辛夫译,民族,7月,,,,0.50元,1958,Ref004: 247,
母亲（蒙文）,阿丙、田衣改编、杨逸麟画、道布丹、诺仁等译,民族,7月,,,,0.24元,1958,Ref004: 247,
去见毛主席（蒙文）,张济改编、王同仁绘、根登太译,民族,7月,,,,0.07元,1958,Ref004: 247,
老干尖子（蒙文）,吉志西改编、姚有信等绘、辛夫译,民族,7月,,,,0.08元,1958,Ref004: 247,
李逵下山（蒙文）（水浒之十三）,新平改编、卜孝怀绘、武俊臣译,民族,3月,,,,0.24元,1958,Ref004: 247,
弄虚作假（蒙文）,徐孝坤著、图们吉尔格勒译,民族,8月,,,,0.14元,1958,Ref004: 247,
两兄弟（蒙文）,姆・柯留恩著、毓继明等绘、齐尔孟译,民族,9月,,,,0.10元,1958,Ref004: 247,
闹华山（蒙文）（水浒之十八）,万枚子改编、卜孝怀绘、武俊臣译,民族,1月,,,,0.21元,1958,Ref004: 247,
幸福（蒙文）,陆金海编、图们吉尔格勒译,民族,7月,,,,0.24元,1958,Ref004: 247,
放羊的孩子（蒙文）,罗祥音改编、周国瑾绘、齐加布、孟德苏荣译,民族,5月,,,,0.08元,1958,Ref004: 247,
春香传（蒙文）,吴大叶改编、根登泰译,民族,8月,,,,0.15元,1958,Ref004: 247,
春天的花圈（蒙文）,胡少飞绘、诺仁译,民族,12月,,,,0.09元,1958,Ref004: 247,
秋瑾（蒙文）,周克刚编、汤义方绘、诺仁译,民族,8月,,,,0.18元,1958,Ref004: 247,
高唐州（蒙文）（水浒之十五）,卢光照改编、任率英绘图、那逊译,民族,1月,,,,0.23元,1958,Ref004: 247,
竞赛没有结束（蒙文）,章程改编、顾炳鑫绘、白刃译,民族,7月,,,,0.17元,1958,Ref004: 247,
热爱草原的姑娘（蒙文）,吉志西改编、郭德训绘、辛夫译,民族,6月,,,,0.15元,1958,Ref004: 247,
梁山泊英雄排座次（蒙文）,陈缘督绘、武俊臣译,民族,9月,,,,0.21元,1958,Ref004: 247,
黄宝妹和浦玉珍（蒙文）,郁航改编、白刃译,民族,8月,,,,0.22元,1958,Ref004: 247,
游击队的姑娘（蒙文）,丛怀芸改编、马・贺希格译,民族,2月,,,,0.18元,1958,Ref004: 247,
曾头市（水浒之二十）（蒙汉对照）,张友鸾改编、陈缘督绘、武俊臣译,民族,1月,,,,0.32元,1958,Ref004: 247,
马兰花开（藏文）,谢逢松改编、李建文译,民族,10月,,,,0.12元,1958,Ref004: 247,
小熊旅行（藏文）,张乃珠编、谷梅等描绘、毛继祖译,民族,8月,,,,0.10元,1958,Ref004: 247,
木头姑娘（藏文）,陈瑞琴改编、乌恩绘、杨迦森译,民族,8月,,,,0.10元,1958,Ref004: 248,
长发妹（藏文）,肖甘牛、段伟君编绘、陈克义译,民族,9月,,,,0.17元,1958,Ref004: 248,
去见毛主席（藏文）,张济改编、杨迦森译,民族,6月,,,,0.07元,1958,Ref004: 248,
白雪公主（藏文）,王星兆改编、喜铙朗达译,民族,8月,,,,0.21元,1958,Ref004: 248,
母亲（藏文）,阿丙、田衣改编、杨逸麟绘、朱生兰译,民族,8月,,,,0.24元,1958,Ref004: 248,
百万富翁（藏文）,马松改编、施琦平绘、格桑丹巴译,民族,1月,,,,0.15元,1958,Ref004: 248,
阿辽沙锻炼性格（藏文）,中国电影发行公司改编、白登译,民族,1月,,,,0.18元,1958,Ref004: 248,
幸福（藏文）,刘大林译,民族,8月,,,,0.24元,1958,Ref004: 248,
春香传（藏文）,吴大业改编、刘大林译,民族,8月,,,,0.17元,1958,Ref004: 248,
遂平卫星人民公社（藏文）,遂平县委宣传部编绘、吴钰译,民族,12月,,,,0.22元,1958,Ref004: 248,
游击队的姑娘（藏文）,中国电影发行公司改编、杨占才译,民族,4月,,,,0.21元,1958,Ref004: 248,
小熊旅行（维吾尔文）,张仍珠编、谷梅等合绘、民族出版社译,民族,10月,,,,0.09元,1958,Ref004: 248,
马赛港口的童工（维吾尔文）,陈龙华改编、马合苏提译,民族,6月,,,,0.14元,1958,Ref004: 248,
开花要扎根（维吾尔文）,季子著、靖宇绘、民族出版社译,民族,8月,,,,0.12元,1958,Ref004: 248,
木头姑娘（维吾尔文）,陈瑞琴改编、乌恩绘图、塔什古勒译,民族,8月,,,,0.10元,1958,Ref004: 248,
四个音乐家（维吾尔文）,郭俊描绘、民族出版社译,民族,4月,,,,0.10元,1958,Ref004: 248,
边区的黎明（维吾尔文）,杨卡・布雷里著、何树钧绘、民族出版社译,民族,8月,,,,0.26元,1958,Ref004: 248,
母亲（维吾尔文）,高尔基著、杨逸麟绘、民族出版社译,民族,7月,,,,0.20元,1958,Ref004: 248,
白雪公主（维吾尔文）,狄斯纳原著、吕敬棠、吕晋绘、民族出版社译,民族,9月,,,,0.50元,1958,Ref004: 248,
老干尖子（维吾尔文）,吉志西改编、姚有信、姚有多绘、民族出版社译,民族,8月,,,,0.17元,1958,Ref004: 248,
欢乐的天山草原（维尔吾文）,梁学政著、聂南溪画、民族出版社译,民族,8月,,,,0.17元,1958,Ref004: 248,
张羽煮海（维吾尔文）,王亚平诗、吴光宇绘、吐尔贡阿力玛斯译,民族,1月,,,,0.16元,1958,Ref004: 248,
弄虚作假（维吾尔文）,颖士改编、张载绘,民族,7月,,,,0.14元,1958,Ref004: 248,
两兄弟（维吾尔文）,姆・柯留恩著、买合苏提译,民族,10月,,,,0.10元,1958,Ref004: 248,
两亩地（维吾尔文）,赛・查特赫莱原著、热西提瓦依提译,民族,4月,,,,0.27元,1958,Ref004: 248,
林中运动会（维吾尔文）,张乃珠改编、李淑芬等绘、民族出版社译,民族,8月,,,,0.10元,1958,Ref004: 248,
放羊的孩子（维吾尔文）,罗祥音改编、周国瑾绘、艾比巴译,民族,4月,,,,0.08元,1958,Ref004: 248,
忠实的朋友（维吾尔文）,丛怀芸改编、阿・阿不都拉优夫译,民族,3月,,,,0.25元,1958,Ref004: 248,
幸福（维吾尔文）,艾明之编、热西提译,民族,8月,,,,0.24元,1958,Ref004: 248,
罗宾汉（维吾尔文）,黄昌汉编、罗盘等绘、塔吉古力译,民族,7月,,,,0.18元,1958,Ref004: 248,
春香传（维吾尔文）,吴大业改编、买合苏提译,民族,5月,,,,0.15元,1958,Ref004: 248,
美丽的箱子（维吾尔文）,梁文通编绘、民族出版社译,民族,7月,,,,0.12元,1958,Ref004: 248,
热爱草原的姑娘（维吾尔文）,吉志西改编、郭德训绘,民族,8月,,,,0.15元,1958,Ref004: 248,
